date,RV_5m_BTCUSDT,RV_5m_ETHUSDT,RV_5m_LTCUSDT,RV_5m_XRPUSDT,LogRV_5m_BTCUSDT,LogRV_5m_ETHUSDT,LogRV_5m_LTCUSDT,LogRV_5m_XRPUSDT,daily_return_BTCUSDT,daily_return_ETHUSDT,daily_return_LTCUSDT,daily_return_XRPUSDT,daily_volume_BTCUSDT,daily_volume_ETHUSDT,daily_volume_LTCUSDT,daily_volume_XRPUSDT,valid_5min_bars_BTCUSDT,valid_5min_bars_ETHUSDT,valid_5min_bars_LTCUSDT,valid_5min_bars_XRPUSDT,valid_5min_returns_BTCUSDT,valid_5min_returns_ETHUSDT,valid_5min_returns_LTCUSDT,valid_5min_returns_XRPUSDT
2018-06-22,0.0030662334470782453,0.005935100173876039,0.0072980589555717845,0.004657901485436127,-5.787305360505372,-5.126871372398073,-4.9201468625445255,-5.36919025707036,-0.105559007123345,-0.1296365879498209,-0.13162804939659828,-0.10322408878081746,52137.029348000004,212612.07226,231744.01066,41678044.61,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-06-23,0.0009815305414680874,0.002250829938431872,0.002521685862723442,0.0019061617706181663,-6.926397426577983,-6.096456268808939,-5.982827607594182,-6.262663602420967,0.013914287384604833,0.021522277456017244,-0.025891800115210088,0.01436655717524451,26539.312271,94109.01027,165421.03375,27132338.5,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-06-24,0.0034938939565094668,0.006365671051790368,0.008247351219269,0.005973574070140368,-5.6567384176136475,-5.05683562396903,-4.797863194397514,-5.120409858827339,-0.005798728313855364,-0.04526184977840951,-0.03268144719295145,-0.04049488264888287,47342.36235,197943.76828,249468.99947,41376986.56,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-06-25,0.0009770929590602099,0.0024611428381213565,0.0037917363801319003,0.0017688244067159168,-6.930928761972682,-6.007129468167998,-5.574931216749668,-6.337440129490963,0.018982618106188807,0.01259258023953686,0.017831081643072434,0.01596045944378765,39075.661025,122171.58002,164022.20067,31657926.5,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-06-28,0.0007117926845468307,0.0012955141923134351,0.0020527522939892046,0.0012556294531282355,-7.24772386093588,-6.64884760216459,-6.188573803368837,-6.680118275061806,-0.04753846171775432,-0.04992045203746873,-0.08475810879877478,-0.053931426709524825,30562.864587,112169.10247,179383.4833,35711193.4,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-06-29,0.0025930738134382477,0.0028489719756592184,0.004802758542983488,0.002508555902164483,-5.954911306020813,-5.860797059717192,-5.33856482947995,-5.988048028793175,0.053218372017447696,0.02931433503567142,0.058560311104682905,0.011696299349418661,33542.902302,158566.1891,181034.91457,37367783.0,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-06-30,0.0011938428210192197,0.0018274841521979514,0.0026397760681596927,0.0019753819976495186,-6.730577912526912,-6.304815037678647,-5.937061187709521,-6.2269934822939845,0.03099947946012776,0.038545304304934955,0.028560898739071312,0.02810738149194856,37816.132354,156497.84598,169969.06674,37384254.2,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-07-01,0.0004751220151628615,0.0008667273440376004,0.00143089126534065,0.0012305876142480808,-7.651938910784318,-7.050786111568718,-6.5494577656828685,-6.7002634877032605,-0.007867585042267658,-0.0048984012686175684,-0.017850976058986816,-0.011336989910407942,27396.470779,110548.56825,144007.39449,31384704.5,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-07-02,0.001303009058356745,0.001582305868828233,0.0019075485588965222,0.0015118410738267686,-6.6430790281723135,-6.448872084565226,-6.2619363377789625,-6.494427115990715,0.040927248657600473,0.05128776877773049,0.06860802119732858,0.05883122173459209,36154.407557,182133.21919,170762.26598,39802507.4,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-07-03,0.0004575564626796614,0.001032529065421196,0.0022461269441124165,0.0022402193926653645,-7.689610262985017,-6.875744082027806,-6.098547903732204,-6.10118147431074,-0.014630259156665224,-0.029885442809297103,-0.003753670096589795,-0.012371545623364467,38518.503248,186201.71264,191975.47913,44200182.4,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-07-05,0.0010119373960588238,0.0011457468123937217,0.0019314000847010248,0.0023393739622190363,-6.895888570644121,-6.771698615819387,-6.249510106058969,-6.057871922492839,-0.008789294797088577,0.0019468786569404432,-0.023248585936902818,-0.02968704951875564,34923.200184,125278.56539,170094.67955,30666155.0,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-07-06,0.00045310379913127916,0.0007875146008193515,0.0013547034033932006,0.0012275924608470981,-7.699389319367007,-7.14662864544356,-6.604172738357045,-6.702700375798724,0.012265946107273903,0.004153404835513951,-0.005161146906412497,-0.00012578352671668727,29257.683217,100062.22726,155726.38855,26779824.7,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-07-07,0.0007053496899974751,0.0010098589505677564,0.0014557892502912386,0.0010610259372237716,-7.256816862527824,-6.897944609794318,-6.532207084676491,-6.848518972689856,0.022119479065531793,0.03122998803849744,0.020493985464931575,0.017725353816324917,23870.815494,83420.74529,161115.029,28447070.4,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-07-08,0.00021387391415537258,0.0004175036503941785,0.0008104912595047191,0.0006526572516997527,-8.450123898095008,-7.781217267857289,-7.1178699996909485,-7.3344584474972,-0.007560625367445688,-0.00036971614437487915,-0.03712751107876115,-0.01287718284427118,24367.438852,142184.29288,150174.97241,31359531.9,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-07-09,0.0003039175970113235,0.0006439979591499178,0.0011879067759363168,0.0008135838770147197,-8.098753952474508,-7.347814999334009,-6.735562531712988,-7.114061529042382,-0.0039055322516899182,-0.029412041772787934,-0.019934214900817253,-0.009301218125565553,26537.329887,89153.20532,164011.79643,26420824.9,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-07-10,0.0008035317682352339,0.0020689080954778907,0.0022895228241036356,0.0012162003920866324,-7.126493835005506,-6.180734300500662,-6.0794118564459145,-6.712023712069443,-0.05463450657220699,-0.08285612868612648,-0.05591916998664772,-0.0641409185910608,38427.82088,172867.15073,210652.98154,30567307.8,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-07-11,0.0005000338950129768,0.0014356446978239248,0.002839351626085264,0.001018123024988476,-7.600834669813905,-6.546141263187849,-5.864179553195598,-6.889794517479358,0.013105110582974712,0.029556779726229877,0.03567622203960682,0.014478529892734564,28624.271973,158843.83474,191602.33291,28559944.2,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-07-12,0.0006798700706781308,0.0010260919314253167,0.001643865351707973,0.0010235062918935054,-7.293608849112095,-6.881997933493926,-6.4107048879480795,-6.884521004475866,-0.01822012392972006,-0.02939169908693712,-0.014351529534250397,-0.026079395407245454,31161.303856,181378.74233,181486.24026,30247434.1,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-07-13,0.0004655961514802836,0.0006699008340872818,0.0011062648171195509,0.0007631746502457712,-7.672191925154464,-7.308380863865843,-6.8067659668215175,-7.178023652158292,-0.0034376052884258013,0.0027554924639563365,-0.007290749649341181,0.0004114756030166563,25877.642404000002,147909.12996,166376.22557,33117070.8,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-07-14,0.00035381543829512437,0.0005310274325692034,0.000805617800277564,0.0004666680024062715,-7.946735138708175,-7.5406968740847375,-7.12390111988553,-7.669892466591126,0.0044404334488213175,0.0014322678478760015,-0.005759178222044898,0.0017112938131790482,17743.632720999998,121876.66454,142426.55898,27058799.6,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-07-15,0.00023772322050659604,0.00039199991072947304,0.0008213505220607537,0.0004890601330860814,-8.344403495872479,-7.844248943353753,-7.104560593146741,-7.6230251024588656,0.015710655265430785,0.036682250729969224,0.029984153704149447,0.017725155572559163,22948.557665,140331.53661,149553.90125,33817249.1,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-07-16,0.0005394886710894832,0.0010508987482438965,0.0019385662715580806,0.0010545109191937207,-7.5248887705403105,-6.858109529269569,-6.245806613891589,-6.85467820229658,0.056683011110877875,0.061965674024354156,0.060227946400243954,0.07460150788398652,36148.179692,172064.83621,182483.87184,41293208.8,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-07-17,0.0036241848340768015,0.002588700967245805,0.0028492558978658834,0.0027275785542907435,-5.620125889045504,-5.956599085754157,-5.860697406908248,-5.904341039465289,0.08451486361319425,0.04263981652815438,0.06566199052885523,0.055860519028255735,51782.874434,214475.55765,203934.30727,47733459.0,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-07-18,0.0014910584306713516,0.0017597281614289751,0.0029429319390576404,0.002893654565926224,-6.50826905438235,-6.342595935026551,-5.828348936040468,-5.845235019705525,0.008284127387174146,-0.04039053790520311,-0.03162544515606223,-0.03550050186207108,59380.664411,235496.82405,207107.39079,48517370.7,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-07-19,0.000711909187573268,0.0010937153217562728,0.0016945582560080798,0.0015486434096686913,-7.247560198825412,-6.818174825703612,-6.380333187450267,-6.4703759502021105,0.01346381757839374,-0.020698988102287465,-0.0005812264040406975,-0.024136495247049694,41111.74348,171036.55355,153922.60277,36333630.2,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-07-20,0.0015346850374325814,0.0018399103857165563,0.002237526516755614,0.0024512478198801726,-6.479430105685517,-6.298038411418703,-6.102384256374603,-6.011158069437215,-0.01418841643154341,-0.03728823274475135,-0.047468963955127584,-0.06741192894313505,46049.651943,160363.27695,170894.65495,40653632.8,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
